Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Restaurant Las Guindas	41.375554372222226	2.168013722222222			C Sant Pau 126	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Restaurant Gran Babilonia	41.39921979166667	2.1411856666666664	+34 932010904	+34 934142195	C Santaló 125	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Fàbrica de Creació Ateneu Popular 9 Barris	41.44960580833333	2.1789486666666664	+34 932761187	+34 933503000	C Portlligat 11-15	la Trinitat Nova	Nou Barris	08042	BARCELONA	BARCELONA	ESPANYA	http://www.ateneu9b.net		info@ateneu9b.net
Restaurant Semon *Sta Fe Nou Mèxic	41.39443801944444	2.1372096666666667	+34 932015507		C Santa Fe de Nou Mèxic 15	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Llibreria Casa del Libro *Passeig Gràcia	41.392924102777776	2.1644761666666668	+34 932723480	+34 934871426	Pg Gràcia 62	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA			
Cafeteria  Restaurant Living Bar	41.38526237222222	2.1744239999999997	+34 934121370		Capellans 9	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Luna de Estambul	41.384356555555556	2.1527771388888888	+34 933232565		Av Roma 110	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA			
Restaurant Tapas *Poble Espanyol	41.369117261111114	2.1467245833333335	+34 933257746	+34 933257746	Av Francesc Ferrer Guàrdia 13*27	el Poble-sec	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA			
Restaurant Bell Amic	41.38151735277778	2.1802831388888886	+34 933151259		C Gignàs 25	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			lcanyas@wanadoo.es
Restaurant Frankfurt de l'Olla	41.402389774999996	2.156769222222222	+34 932372174		C Torrent de l'Olla 111	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
El Cafè de Ferran	41.382338394444446	2.176605611111111	+34 933021076		Ferran 59	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Bar Castells	41.384119008333336	2.1697938333333333	+34 933021054		Pl Bonsuccés 0001	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		CASTELLS MENTUY M EMILIA	
Mirador Barcelona Restaurant El Cordero	41.45258513888889	2.1792986666666665	+34 933533419	+34 933530701	Riudecanyes 5	Torre Baró	Nou Barris	08033	BARCELONA	BARCELONA	ESPANYA		FLORES GONZALEZ EVANGELISTA	
Restaurant Marisqueria Las 5 Villas	41.39303746111111	2.130673888888889	+34 932802858	+34 932805643	Rda General Mitre 1 Baix	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA		SOTELO RODRIGUEZ MANUEL	
Bar Restaurant Blat Net *Sitges	41.38432688611111	2.1697629722222223	+34 933179925		C Sitges 6	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		TRAVE BARRIO JUAN	
Bar Bocatta *Pl Sant Jaume	41.382959622222224	2.1772279166666664	+34 933151606	+34 933151606	Pl Sant Jaume 6	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.bocatta.es	SAN JAIME RESTAURANTES SA	
Bar Restaurant La Perla *Numáncia	41.38429909166667	2.1382555555555554	+34 934305017		Numància 66	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA		DARBRA BADIA EUSEBIO	
Restaurant La Torreta de Sarrià	41.40865347222222	2.1099690833333336	+34 932805630		Ctra Sarrià a Vallvidrera 82	Sarrià	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA		LA TORRETA DE SARRIA SL	
Sweet Gaufre	41.381531716666665	2.1726858055555556	+34 933026960		C la Rambla 83	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		SANCHEZ GALAN JOAQUINA	
Bar Restaurant A Canteira	41.40220458333333	2.165419527777778	+34 934588486		Pg Sant Joan 159	el Camp d'en Grassot i Gràcia Nova	Gràcia	08037	BARCELONA	BARCELONA	ESPANYA		ALONSO HERRERO JOSE V	
Bar Bus Exprés	41.431663066666665	2.1835384166666665	+34 933450206		Av Meridiana 408*410	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA		AVILA GARRIDO EVARISTO	
Restaurant La Taverna de Santa Maria	41.38310671388889	2.1811898888888885	+34 933103096	+34 933103096	C Abaixadors 10 bxs 3a	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		BATISTA BARRIO JUAN	
Restaurant Ca La Monyos	41.385050505555554	2.161671333333333	+34 934545358		C Muntaner 18	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		CA LA MONYOS	
Restaurant Can Tornem-hi	41.386211877777775	2.112228638888889	+34 932804814		Av Exèrcit 8*10	Pedralbes	Les Corts	08034	BARCELONA	BARCELONA	ESPANYA		BADIA ALEPUZ ANTONIO	
Restaurant All i Oli	41.43137043333333	2.1812246388888887	+34 934083542		Alella 3	Porta	Nou Barris	08016	BARCELONA	BARCELONA	ESPANYA	http://www.rbmesa.com/allioli.htm	CELESTINO-ANDRES S.C.P.	
Restaurant Sal i Pebre	41.386552183333336	2.112660388888889	+34 932053658		Alfambra 14	Pedralbes	Les Corts	08034	BARCELONA	BARCELONA	ESPANYA		SITJA ALSINA CARMEN	
Restaurant Triton	41.38667828055556	2.1126066666666667	+34 932033085	+34 932044190	Alfambra 16	Pedralbes	Les Corts	08034	BARCELONA	BARCELONA	ESPANYA	http://www.rbmesa.com/triton.htm	VIDAL BUIXADE JOAQUIN	rbmesa@noftly.es
Bar  Aptc	41.392953741666666	2.1798293055555553	+34 932313058		C Alí Bei 43	el Fort Pienc	Eixample	08010	BARCELONA	BARCELONA	ESPANYA		MARTIN OLMOS RAFAEL	
Bar Restaurant Paco Alcalde	41.377319675	2.1897478055555553	+34 932215026	+34 932214597	C Almirall Aixada 12	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.pacoalcalde-restaurante.com	OTERO PAZ GABINO	
Bar Restaurant Ancora	41.37801235	2.1884919166666665	+34 932215062	+34 932215062	C Almirall Cervera 2	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		GIMENO ROS ROSA LIMA	
Bar Restaurant Salamanca	41.37869370833334	2.1907221666666663	+34 932216616	+34 932215033	C Almirall Cervera 27	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.gruposilvestre.com	SANCHEZ SIERRA SILVESTRE	
Restaurant Salamanca	41.37860735277778	2.191201583333333	+34 932215033	+34 932255156	C Almirall Cervera 34	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.gruposilvestre.com	SANCHEZ SIERRA MODESTO	
Restaurant Monguzan	41.40074077222222	2.1946453611111107	+34 933007418		C Almogàvers 191	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA		MONGUZAN, SL	
Bodega Costa Brava	41.407795602777774	2.15520625	+34 934592210		C Alzina 58	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA		GONZALEZ RODRIGUEZ JOSE	
Restaurant Tastavins - Bodega Brugal	41.38824334722222	2.140496222222222	+34 934301344		Morales 30	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA		BATLLE CASADEMONT JAUME	
Restaurant Mercè Vins	41.385930530555555	2.1742766666666666	+34 933026056		C n'Amargós 1	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		BOADA SANCHEZ MERCE	
Bar Restaurant El Pati	41.386362572222225	2.174097944444444	+34 933020036		C n'Amargós 13	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		PROMOTORA CHAPI SL	
Café Loyola	41.395630491666665	2.1441989444444443	+34 932099729		Amigó 0044	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA		LAYOLA LLAVERIA FEDERICO	
Restaurant Mariona	41.39596736111111	2.1434695	+34 932011830	+34 932045653	C Amigó 53	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.marionarestaurant.com	RESTAURANTE CA LA MARIONA SA	
Bar Restaurant Panchito *Amigo	41.39617313888889	2.1432106388888887	+34 932022131		C Amigó 57	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.panchito.com	CANDELA SEMPERE M ANGELES	
Restaurant La Parrilla	41.396771961111114	2.142732	+34 932094110		C Amigó 62	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA		CASTAÑO MARTIN HERMINIA	
Bar Restaurant Don Zangano	41.39745632222222	2.1418512777777776	+34 932094129		C Amigó 74	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA		DON ZANGANO	donzangano@gmail.com
Restaurant Vol de Nit	41.39823899444444	2.1278901666666665	+34 932039181		C Anglí 4	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA		FERNANDEZ FAZ BEATRIZ Y CIA	
Restaurant Ca La Nuri Eixample *Consell de Cent	41.393736088888886	2.169034111111111	+34 932155523	+34 934871058	C Consell de Cent 377	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.calanuri.com	NOGUERA QUINTANA JORGE	info@calanuri.com
Umma Gumma	41.40814104722222	2.18599175	+34 932458033		C Aragó 595	el Camp de l'Arpa del Clot	Sant Martí	08026	BARCELONA	BARCELONA	ESPANYA		RUIZ MORALES FERRAN	
Bar Restaurant Rincón	41.42153398611111	2.158957722222222	+34 933573085		C Arbós 4	la Font d'en Fargues	Horta-Guinardó	08032	BARCELONA	BARCELONA	ESPANYA		GONZALEZ ANGULLO ANTONIO	
Restaurant Pizzeria La Pizza Nostra	41.384539680555555	2.1817947777777777	+34 933199058		C Montcada 29	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		LAPINO SL	auroraboreal7@hotmail.com
Bar Kentucky	41.37770655277778	2.174696	+34 933182878		Arc del Teatre 11	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		JOVER SANSO NIEVES	
Bar Restaurant  l'Ovella Negra	41.38445961944444	2.1695940277777774	+34 933171087	+34 933171087	C Sitges 5	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		BALLABRIGA NAT ENRIQUE	
Bar Restaurant Noni	41.422007952777776	2.1422234444444443	+34 934174673		C Arenys 21	la Teixonera	Horta-Guinardó	08035	BARCELONA	BARCELONA	ESPANYA		MENDEZ MARTINEZ M ASUNCION	
Restaurant La Flauta	41.38690949722222	2.1611048888888886	+34 933237038		C Aribau 23	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		SOLE FARRES ANTONIO	
Restaurant El Puma	41.387709477777776	2.1604122777777777	+34 934541913		C Aribau 44	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		VIATOR RESTAURACION, SA	
Restaurant Japonès Yamadori	41.38886756388889	2.158884111111111	+34 934539264	+34 934513655	C Aribau 68 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.yashimtagrupo.com	YAMASHITA YOSHIZUMI	
Restaurant Chicoa S.A.	41.389261858333334	2.157997611111111	+34 934538532	+34 934531123	C Aribau 73	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		CHICOA SA	
Bar Restaurant Racó d'en Balta	41.391340988888885	2.1552463055555555	+34 934531044	+34 934548348	C Aribau 125	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.racodenbalta.com	SANTIDRIAN SANTAMARIA IGNACIO	
Bar Ros Negre	41.3930922	2.15288675	+34 934395758		Aribau 167	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		ROS NEGRE, SA	
Restaurant El Patio Andaluz *Aribau	41.395777025	2.1497253888888888	+34 932093378	+34 932093378	C Aribau 242	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		OÑOTO SA	
Bar Restaurant La Soca	41.397889488888886	2.147435861111111	+34 932009136		C Aribau 280	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		CLAVER GIMENEZ ANTONIO	
Restaurant Cerveseria O'Brindis	41.398063844444444	2.1472397777777776	+34 932095530		C Aribau 282	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		O'BRINDIS SCP	
Restaurant Arizala 60	41.37844099722222	2.123846277777778	+34 933339146		Arizala 60	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		ZORRILLA ROBLES MANUEL	
Bar Restaurant Jumilla	41.40318369722222	2.1347768055555556	+34 934173007		C Artesa de Segre 6	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA		NEBOT CATALAN EMILIO	
Bar Maria Castaña	41.398138180555556	2.1531310277777775	+34 932170985	+34 932182590	Via Augusta 53	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		ROZAS RUBIO ANTONIO	
Bar Restaurant Torrotito	41.40100790555555	2.1493082777777777	+34 932184156		Via Augusta 101	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		LORENZO LOURES MARIA	
Restaurant Fort Pienc	41.394292875	2.1793708888888887	+34 932656028		Ausias Marc 0077	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA		MARTINEZ FERNANDEZ JUAN JOSE	
Bar Restaurant Bierzo	41.39757304166667	2.1841246944444443	+34 932311420		C Ausiàs Marc 138	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA		PONCELAS DIAZ PIO SENEN	
Bar Restaurant Piratas	41.39784709166667	2.1841205555555554	+34 932457642		C Ausias Marc 157	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA		FENOLLAR SANCHEZ JUANA	
Restaurant El Gallo Quirico	41.38105225	2.1770046111111108	+34 933010280		C Avinyó 19	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		ASHI AZIZ RAFIQ	
Bar Casa El Agüelo	41.38030763611111	2.179155722222222	+34 933102325		Avinyó 0037	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		FERRER SANVICENTE NATALIA	
Restaurant Pitarra	41.380238480555555	2.179166472222222	+34 933011647	+34 933018562	C Avinyó 56	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantpitarra.cat	ROIG SABATE JAIME Y MARCOS C B	info@restaurantpitarra.cat
Bar Restaurant Rodeo	41.36769998055556	2.1339270277777778	+34 934213910		C Badal 50	la Bordeta	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA		CORTES ROMERO JOSE	
Restaurant O'Bierzo	41.37409187777778	2.1688276944444445	+34 934418204		C Vila i Vilà 73	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA	http://www.obierzo.com	LOPEZ MAGDALENA BENIGNO	
Restaurant Soulet	41.39797259722222	2.169397083333333	+34 934589872		C Bailèn 122	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		ESCOLANO PARICIO PEDRO	
Restaurant Mesón La Tinaja	41.402067091666666	2.16408175	+34 932073624		C Bailèn 206 bxs	el Camp d'en Grassot i Gràcia Nova	Gràcia	08037	BARCELONA	BARCELONA	ESPANYA		SALVADOR VILLANUEVA FRANCISCO	
Cerveseria Snack Bar Seven	41.389751258333334	2.1622268055555556	+34 934875216		C Balmes 64	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant La Brochette	41.3929944	2.157935833333333	+34 932158944		C Balmes 122	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		BALMES 122 SL	
Restaurant Trattoria Topogigio	41.393679891666665	2.1566721944444445	+34 932183193		C Balmes 139	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		STURIALE LIBERO	
Bar Restaurant Baztan	41.393841530555555	2.1561345833333334	+34 932171155		C Balmes 147	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		JOSE AQUILINO VILA Y LUIS ANGEL VILA	
Cervesseria Restaurant Tra-Bal	41.39776523333333	2.1515389166666665	+34 932373509	+34 932373509	C Balmes 203	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		HOSTELERIA Y AFINES SA	
Restaurant Creperie Bretonne	41.400923980555554	2.1481261666666667	+34 932173048		C Balmes 274	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		FUERTES PEÑA ARQUIMEDES	
Restaurant La Carreta	41.40390738611111	2.142312638888889	+34 934185784	+34 934181376	C Balmes 358	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		ARTIGAS LOPEZ ELBIO	
Bar Bavara	41.41003151666666	2.1374624166666667	+34 934170649		Balmes 0470	el Putxet i el Farró	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA		TORRES CADIZ JOSE A	
Bar Restaurant Hermanos Loureido	41.388581188888885	2.1801399166666666	+34 933193029		C Basses de Sant Pere 10	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		LOPEZ CARRERA M ISOLINA	
Bar Restaurant La Cova Fumada	41.379300244444444	2.1891936666666663	+34 932214061		C Baluard 56 bxs	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		SOLE PLA MAGIN	
Restaurant Ciutat Comtal	41.38217306666667	2.1751691666666666	+34 933022102		C Banys Nous 8	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		GONZALEZ MARTIN CANDIDO	
Bar Restaurant El Portalon	41.38287701666667	2.174607472222222	+34 933021187		C Banys Nous 20	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		LOPEZ BERRON GABRIEL	
Restaurant Egipte-Rambla	41.381430091666665	2.172774472222222	+34 933179545	+34 933181544	C la Rambla 79	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.egipte_rambla.com	RESTAURANTE EGIPTO SA UNIPERSONAL	
Bar Bocatta *La Rambla	41.38192496111111	2.1723339444444445	+34 934123098	+34 934123098	C la Rambla 89	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.bocatta.es	BOQUERIA RESTAURANTES SA	
Restaurant Viena *La Rambla	41.38414511111111	2.170722777777778	+34 933171492	+34 933424198	C la Rambla 115 bxs	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.viena.es	ESTABLIMENTS VIENA SA	
Restaurant La Poma	41.38434323055556	2.170566194444444	+34 933019400	+34 933010035	C la Rambla 117	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantelapoma.com	INDUSTRIAL HOTELERA BEDFORD SA	info@restaurantelapoma.com
 Company *La Rambla	41.38462553888889	2.1703563888888886	+34 933016621	+34 934120768	C la Rambla 123	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.pansandcompany.com	PANSFOOD SA	
Restaurant Moka	41.38409141388889	2.171281611111111	+34 933026886	+34 933186948	la Rambla 126	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		SERTRES SA	
Bar Restaurant Baviera	41.384956386111114	2.1701017777777776	+34 933026063	+34 933040147	C la Rambla 127	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		HOSTELERIA ALEMANA SA	
Bar Restaurant Núria *La Rambla	41.38521851666667	2.1699009166666667	+34 933023847	+34 933174377	C la Rambla 133	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.nuria.com	CORVI SA	nuria@nuria.com
Bar Burger King *Rambla, 135	41.385292783333334	2.169844555555555	+34 934813530	+34 933015836	C la Rambla 135	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		GRUPO ZENA DE RESTAURANTES SA	
Restaurant O'Eiro	41.383452575	2.1391229444444444	+34 933214707	+34 933214707	Berlín 55	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA		LSPK II SL	
Restaurant Claudia	41.405004425	2.132578638888889	+34 932112070		C Bigai 3	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA		JIMENEZ SALMERON M LUZ	
Bar Restaurant Cadí 2	41.416048330555554	2.208827861111111	+34 933081947		C Bolívia 340	el Besòs i el Maresme	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA		FERNANDEZ GONZALEZ M CARMEN	
Restaurant Creperia Crep Nova	41.406055663888885	2.131507111111111	+34 932115597		Pg Bonanova 12	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA		FARRES LARDIN ERNESTO	
Restaurant Asador del Mar	41.39246398888889	2.137280222222222	+34 932012577	+34 934143622	C Bori i Fontestà 45	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA	http://www.monchos.com	FRAYGA SA	
Restaurant La Carassa	41.38386118611111	2.180482083333333	+34 933103306		C Brosolí 1	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		GIBERT HUCH DAVID	
Restaurant El Asador de Burgos	41.396273655555554	2.1671212222222223	+34 932073160		C Bruc 118	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		J L 2 SCP	
Café Arabia	41.40496543888889	2.1612940277777777	+34 932133050		C Bruniquer 38	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA		NAVARRO ABELLAN JOSE	
Restaurant Patxi	41.3984023	2.159794277777778	+34 932172157		C Bonavista 21	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		LAZARO PEDRO DE HILARIO	
Restaurant Cafeteria Piper's	41.39221051111111	2.1469714166666667	+34 934305154	+34 934390231	C Buenos Aires 42	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		EUROGOLF SA	el_pipers@inicia.es
Restaurant Santiaguiño	41.39089918611111	2.1451611111111113	+34 934103022	+34 934192115	C Buenos Aires 2*4 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA	http://www.santiaguino.com	CASTRO MAYO JOSE MANUEL	
Restaurant Eucaliptus	41.38441071111111	2.170289111111111	+34 933021824		C Bonsuccés 4	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.eucaliptus.com	PORRAS MELCON ABEL	
Bar Restaurant Julivert Meu	41.38426831111111	2.1701705833333333	+34 933180343	+34 933180343	C Bonsuccés 7	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		SITJA ALSINA CARMEN	
